,Temp_95,Temp_98,HI_95,HI_98,RH_95,RH_98
1247,25.1,28.014,25.167444444444453,29.096933295722618,92.0,96.0
1248,29.670000000000005,33.81399999999999,30.022929833565875,36.72728087405013,81.0,82.0
1249,27.7,29.5,28.19298703728184,30.0608127361228,82.0,84.0
1250,29.985000000000003,32.013999999999996,30.61029556584087,32.96804811272261,93.0,95.0
1251,28.96,30.2,30.91363257064051,32.555628784275335,90.0,94.0
1252,37.385,41.242,39.121960226273856,45.2165590247087,93.0,94.13999999999999
1253,26.085000000000004,28.927999999999997,26.308555555555554,30.327466850550696,90.0,91.0
1254,31.485000000000003,34.013999999999996,33.035807557642826,36.69353552993655,92.0,94.13999999999999
1255,33.11000000000001,34.2,34.6601065089485,35.57570226030303,92.0,98.0
1256,33.6,37.327999999999996,35.76583143485249,40.894359460195275,94.0,95.0
1257,35.1,36.724000000000004,40.99818498774653,44.305415946295504,75.0,80.0
1258,33.1,33.8,36.351071824447715,37.545117161725656,80.0,82.0
1259,31.2,36.0,31.39508232968109,36.79079423637066,84.0,90.0
1260,32.78999999999999,36.455999999999996,32.78437936168342,37.38664414932762,87.0,93.0
1261,31.924999999999997,36.900000000000006,32.67020016529175,39.24690568475898,77.0,79.0
1262,34.17000000000001,36.31399999999999,35.25361224492809,38.163468905178924,79.0,82.0
1263,32.6,36.650000000000006,35.309802456093294,42.02396597652462,79.0,82.0
1264,32.3,34.628,34.34908866109261,37.04009474959138,95.0,96.0
1265,29.6,31.03800000000001,29.807754353804498,30.918310953605427,76.0,78.0
1266,34.07000000000001,36.59799999999999,36.54593171455653,41.79411747715671,92.0,94.13999999999999
1267,33.485,35.6,33.684754221372884,36.83696059908474,86.0,87.0
1268,29.585000000000004,32.769999999999996,29.457788780178717,32.988219624005,80.0,87.0
1269,27.569999999999993,29.1,28.601896634212515,30.54150163863579,88.0,90.0
1270,34.1,34.913999999999994,35.767994846833346,36.80418210518377,65.0,70.0
1271,28.285000000000004,32.256,30.49275593237892,36.138640405866724,91.0,93.0
1272,27.3,29.031999999999993,28.674697854331367,31.262799681519606,91.0,93.0
1273,32.3,36.541999999999994,35.149169038028546,41.079737534767816,90.0,92.41999999999996
1274,27.0,28.96999999999999,28.227218394666878,30.910665281287805,91.0,94.13999999999999
1275,32.289999999999985,36.73200000000001,36.22240689067075,42.906196224137744,93.0,94.0
1276,28.354999999999993,29.241999999999997,28.92856977200002,30.368805398642742,81.0,84.0
1277,32.089999999999996,34.74799999999999,34.053505064980534,38.19184973655713,84.0,86.0
1278,29.444999999999993,34.152,30.256483667924016,35.45725990925538,84.0,86.38
1279,31.9,36.06999999999999,34.20475205918509,40.589187399897,90.0,92.0
1280,34.3,39.4,34.39517069135469,40.956187744388494,85.0,87.0
1281,28.59,30.7,29.44713593929873,30.82250376693878,80.0,82.0
1282,26.370000000000005,28.514,26.519055555555553,28.999415668620273,90.0,94.0
1283,38.3,39.628,41.56624837667488,43.711906636982945,74.0,77.13999999999999
1284,31.085000000000004,33.256,32.225484095833856,36.64004152816696,96.0,99.0
1285,32.620000000000005,36.084,32.89029684997785,37.29182066966732,73.0,74.0
1286,29.970000000000006,32.028,30.029798441820105,32.462812547356364,87.0,90.0
1287,29.870000000000005,33.827999999999996,31.1267686627415,35.88146857786079,88.0,91.13999999999999
1288,38.23999999999999,40.88399999999999,38.951016636392936,43.33682183726192,75.0,79.0
1289,32.5,33.2,36.2906508165241,37.088048516967056,78.0,79.0
1290,33.085,35.141999999999996,34.320762361361076,38.778261216900205,67.0,68.0
1291,25.0,25.5,25.02250000000001,25.604422222222222,88.85000000000002,94.0
1292,28.9,31.872000000000003,29.7872272014186,34.51835346870773,93.0,95.0
1293,26.7,30.541999999999994,27.708042442023824,32.386785353973764,91.0,93.13999999999999
1294,27.0,29.328,27.14098292015474,29.626750034444793,91.0,93.0
1295,25.285000000000004,28.9,25.622472222222232,29.562065067123335,96.0,97.0
1296,25.485000000000003,27.114,25.86541666666667,28.168377218061934,92.0,94.0
1297,31.1,34.56999999999999,29.95271904276686,33.713317949715254,72.0,74.0
1298,28.085000000000004,30.128,28.160505042093508,30.147854020051284,81.0,82.0
1299,30.6,33.25599999999999,30.154100097450687,33.14642685938671,78.0,80.0
1300,32.9,35.141999999999996,33.28332211842705,37.19776812165114,86.0,95.0
1301,32.7,35.7,33.686224128460815,37.42959466202823,91.0,92.0
1302,30.285000000000004,34.041999999999994,31.34627698137684,35.429409927227105,85.0,86.0
1303,33.6,35.0,38.59863671401719,40.03696084803351,85.0,87.0
1304,40.1,42.028,44.180133942814685,47.262049928301835,75.0,78.0
1305,43.57000000000001,45.1,50.99756490772106,53.74428373129013,73.0,79.0
1306,28.979999999999997,32.815999999999995,30.17374426662954,33.83617524560634,84.0,87.0
1307,34.04000000000001,36.614,34.37879609249073,37.374603652478676,73.0,78.0
