Cluster_ID,Unnamed: 0,Temp_95,Temp_98,HI_95,HI_98,RH_95,RH_98
7.42986E+13,1848,36.45763889,37.55816667,35.0229674,36.3178814,49.55416667,53.95777778
7.51533E+13,1532,32.0771875,34.597875,33.25689186,37.58024506,83.28125,85.08
7.5643E+13,1561.106061,28.63143939,32.19684848,29.24843313,34.01894911,89.51439394,92.40424242
7.61455E+13,1717.478261,34.10630435,35.85843478,36.74627424,39.15486929,84.15434783,87.97217391
7.64289E+13,1586.822695,33.18868794,37.12561702,33.77112329,38.83144266,79.17446809,83.66794326
7.66695E+13,1610.428571,32.25071429,36.55319048,33.1820718,38.86218078,83.85714286,87.46333333
7.66952E+13,1663.590909,32.65272727,33.40663636,36.38157537,37.71212644,79.7,83.43545455
7.7056E+13,1639.209302,31.38872093,35.1612093,32.89850301,38.10894174,87.09767442,90.42325581
7.71462E+13,2312.3125,27.328125,30.831125,27.97333346,31.71106063,92.0625,93.6675
7.71934E+13,1418.972973,30.46099099,34.56237838,32.47398576,38.58473129,90.93558559,92.83135135
7.72708E+13,2308.166667,25.43166667,28.33383333,25.81321647,29.10139516,92.475,94.26166667
7.73008E+13,1883.333333,35.72537037,38.11022222,37.30175251,40.26698233,77.45185185,84.45481481
7.73223E+13,1608.470588,31.52205882,35.96141176,33.43764318,39.39072112,89.05,91.32117647
7.75585E+13,1265,32.61705882,37.62211765,34.68309136,41.03852433,83.02941176,85.32117647
7.75843E+13,1386.3125,32.870625,33.849875,35.81286299,37.20524964,76.375,79.76375
7.75886E+13,950.2727273,32.18409091,37.14809091,33.61442902,40.36626981,89.45227273,92.64272727
7.77045E+13,1489.083333,32.3625,35.40933333,32.33416669,36.22521528,76.7375,81.30666667
7.77088E+13,1652.75,33.61166667,35.50566667,35.47407485,37.68818578,81.75416667,86.08333333
7.77733E+13,1111.5,32.59107143,34.535,33.51134016,36.23304113,81.22857143,84.66857143
7.79279E+13,999.7272727,31.02954545,32.72163636,31.91762431,34.1375284,78.73181818,82.76909091
7.81856E+13,1519.802817,32.54478873,37.30119718,33.57326031,39.36689777,86.16971831,89.01929577
7.81942E+13,1735.545455,31.51727273,33.91327273,32.22332439,35.03044847,84.44090909,87.36363636
7.82028E+13,1388.764706,32.23852941,33.35423529,35.97943192,37.3517675,82.35294118,85.59529412
7.82156E+13,1577.052632,33.69526316,36.73063158,35.05217517,39.1407226,85.92368421,88.12842105
7.84261E+13,1344,30.87852941,33.95435294,31.80551435,35.96981204,89.59411765,91.43294118
7.84476E+13,1457.8,31.63753846,34.05135385,32.73682117,35.7768368,85.14,88.17723077
7.84862E+13,1595.509804,32.78632353,36.67533333,33.19257271,37.99335926,85.01323529,87.99372549
7.84905E+13,1525.857143,31.46607143,34.708,32.01310461,36.35877474,88.70357143,90.64285714
7.85077E+13,1750.774194,33.93129032,37.65380645,34.67410114,39.67841583,87.06774194,89.81741935
7.87096E+13,1415.823529,30.48735294,33.55741176,30.55662458,34.26431242,89.74705882,91.78117647
7.87396E+13,1698.02439,32.35304878,35.88902439,33.3037061,37.77854722,86.90731707,89.00341463
7.87439E+13,1306.769231,31.28153846,34.43230769,31.72083367,35.41706467,86.675,88.81769231
7.87482E+13,1621.342857,30.02242857,33.1472,31.14040428,35.10938592,89.51142857,91.008
7.87525E+13,1705.324675,34.14935065,35.39818182,38.1453073,40.64923009,78.33051948,82.06051948
7.87654E+13,2197.390625,28.98992188,31.2165625,29.58214717,32.1452701,88.45859375,90.8615625
7.88427E+13,1894.857143,30.58357143,33.19885714,31.42784445,34.8214817,85.63214286,87.97714286
7.91777E+13,1942.392857,29.06142857,31.65821429,30.02452953,33.20916937,89.5,92.64714286
7.92851E+13,1288.473684,31.86842105,35.08105263,32.28379419,35.87658755,87.84210526,89.80421053
7.94139E+13,2222.382979,28.10648936,30.3846383,28.87598242,31.81622711,89.00531915,91.55191489
7.95084E+13,1494.416667,31.50114583,34.10466667,32.33705172,35.87185651,91.28125,92.75875
7.96373E+13,1605.846154,31.63769231,34.84384615,33.29458692,37.9037802,79.77307692,82.72461538
7.98005E+13,1209.333333,33.31708333,34.3135,38.2828126,40.53389551,86.725,89.08333333
7.98477E+13,1779.443038,30.3493038,32.36967089,30.86268535,33.30209693,88.17911392,90.86708861
8.00281E+13,1637.9,30.54625,32.5454,31.07986509,33.18120723,88.75,91.517
8.00582E+13,1531.464286,34.15214286,35.17814286,36.95636229,38.62821636,78.47678571,82.68357143
8.03846E+13,1917.410256,32.15012821,34.41712821,32.31449731,35.16412184,86.11923077,89.65487179
8.07454E+13,2070.871795,28.45474359,30.77676923,29.03233249,31.95868001,87.94487179,90.05692308
8.08227E+13,1487.666667,33.17,34.26866667,36.79748222,38.38123007,76.90416667,79.13166667
8.11148E+13,1427.608696,33.51684783,36.25665217,34.62727704,38.54509342,86.06413043,89.52478261
8.11405E+13,1570.818182,31.63090909,33.82545455,32.52438272,35.50575065,89.07727273,91.81818182
8.14025E+13,1760.529412,32.08558824,33.91176471,32.89130826,35.26406569,81.93235294,85.36823529
8.18105E+13,1765.571429,29.76178571,32.34671429,30.6582996,33.97638304,88.42857143,90.78571429
8.20854E+13,1800.315789,32.24315789,33.952,33.38543846,35.95957745,86.38684211,89.50947368
8.22959E+13,1619.366667,29.521,31.373,30.26294905,33.10721055,87.895,90.64133333
8.26137E+13,1657.809524,28.05404762,30.46895238,28.03093505,31.05078717,86.08333333,88.28095238
8.45164E+13,1609.764706,34.68352941,35.65176471,35.73343231,37.2770242,64.81176471,69.28470588
