Cluster_ID,Unnamed: 0,Temp_95,Temp_98,HI_95,HI_98,RH_95,RH_98
81681688038235.0,11691.5,30.292499999999997,32.522,30.775942274874193,33.21621174224943,87.56071428571428,91.01
81694572940267.0,11175.666666666666,31.38083333333333,33.263999999999996,32.698631133235416,34.93618774725585,82.0,84.16666666666667
81703162874789.0,12620.0,29.8,31.3,30.331437716720018,32.67253649580764,91.0,94.0
81703162875639.0,13204.8,32.82,34.276799999999994,35.076692442116396,36.93742989763259,76.6,80.0
81711752809108.0,13429.5,30.285000000000004,33.428,31.968560714206532,36.1418703833441,79.0,82.07
81711752809262.0,9598.815789473685,30.05,31.965473684210522,30.919322298418653,33.52700771689576,88.20657894736841,90.78
81741817580729.0,10749.0,30.5,31.155999999999995,32.446557001685385,33.48152334193392,86.0,89.55999999999995
81780472287216.0,17108.0,32.379999999999995,33.621,34.78457911443161,36.28925189855986,78.0,80.5
81801947121440.0,12024.735294117647,28.193676470588237,30.89741176470588,28.611691107488085,31.71847878667998,85.37352941176471,87.07000000000001
81810537057032.0,11204.75,30.103125,33.089999999999996,31.128748267699528,35.2760676068149,87.125,88.875
81810537057099.0,10094.2,27.913,29.787199999999995,28.117343807980784,30.529222788223468,91.4,92.6
81853486729954.0,12476.6,29.334000000000003,32.0356,29.846519703440073,33.4679585891088,87.8,91.0
81857781697339.0,12489.5,30.4425,32.5,31.789164309909008,34.76006857362017,91.0,92.5
81857781697419.0,11428.785714285714,29.821428571428573,31.903285714285712,30.315285899567453,32.88200327643919,90.29642857142858,93.40285714285714
81862076664439.0,9556.222222222223,28.964999999999993,31.732888888888883,29.464983325161217,32.879036492419054,86.36111111111111,89.12888888888888
81887846468419.0,10945.4,29.6495,31.8336,30.217982123909838,32.98186478473946,89.4,91.414
81905026337891.0,14303.666666666666,33.2,34.062666666666665,34.23672208702013,36.114243172505475,82.28333333333335,85.33333333333333
81917911240508.0,8485.5,36.400000000000006,37.599999999999994,37.813847582135416,39.09913159918676,78.0,81.0
81922206206873.0,16032.0,28.870000000000005,31.0,29.61263379760505,31.170127546485705,82.0,83.0
81930796141785.0,5007.0,32.3,33.7,34.17507953233851,36.08914518704966,87.0,88.0
81965155879687.0,14817.0,28.035000000000004,29.98000000000001,28.234150646752326,31.081122613781233,87.5,89.5
81999515617717.0,7374.0,26.185,28.928,26.221555555555565,29.18173459670739,95.0,99.0
82008105551224.0,10680.32,27.9498,30.04616,28.156219726087546,30.611632811269622,84.068,86.1672
82008105552710.0,11850.0,28.486666666666668,31.330666666666662,29.885715884356937,32.90249514494795,92.58333333333333,94.38
82012400519974.0,7047.333333333333,29.518333333333334,31.985333333333333,32.16610211528067,37.076066608039746,90.0,91.33333333333333
82016695486703.0,11194.333333333334,26.13,28.760666666666662,26.50545646126851,30.55217649524471,86.96666666666665,88.33333333333333
82025285422015.0,9791.833333333334,28.228333333333335,29.462666666666667,29.172393634136473,30.791833696493896,89.66666666666667,91.27999999999997
82051055224512.0,11127.48275862069,27.70862068965517,29.5511724137931,27.838674329250658,29.949579001065704,87.42241379310344,89.25586206896551
82085414964260.0,11050.107142857143,32.32517857142857,33.8025,34.17119295773792,36.68914655391046,89.03571428571429,91.02
82184199211822.0,12262.32,28.843000000000004,31.05464,29.784950079902057,32.71407011194758,90.064,91.4928
82222853918539.0,9689.25,34.317499999999995,35.59,37.07627450579247,38.6060292718718,87.5,89.5
82244328754030.0,8320.285714285714,26.785714285714285,29.502285714285712,27.00776162070623,30.066934367274513,89.85714285714286,92.75428571428571
82295868361279.0,10683.45,28.54275,30.499599999999997,29.405850914114655,32.2176492923064,88.09625,89.97299999999998
82334523066097.0,11290.70588235294,28.318823529411766,30.473058823529414,28.311312937944283,30.922934287614954,86.51176470588234,88.50117647058823
82347407968986.0,18067.0,29.285000000000004,32.1,29.526748836100055,32.615361946764644,86.0,88.0
82360292871297.0,7225.666666666667,33.165,34.45666666666666,34.60774907516856,36.96467211899948,85.0,87.0
82377472740155.0,15761.0,29.2,31.341999999999995,29.91161418434957,33.55893025015648,90.0,91.0
82394652609221.0,18040.666666666668,28.08,30.595333333333333,28.857126408271117,31.74184763580615,92.33333333333333,94.45333333333333
82459077118815.0,15492.0,30.570000000000004,32.714,31.041709862778404,34.240364852895915,90.0,91.0
82527796596014.0,8717.0,30.305,31.4,32.70778021585174,34.54854859294469,86.04999999999995,89.0
82532091561593.0,13550.9,28.358750000000004,30.2802,28.155084005441854,30.45605826334762,83.2325,86.562
82570746268868.0,11930.0,32.3,33.556999999999995,35.30963467219988,36.92656856258935,82.5,85.5
82613695940392.0,11417.152542372882,28.624152542372883,31.14145762711864,28.779125921567793,32.077766734216354,87.70932203389832,89.29830508474575
82626580843522.0,9125.0,32.4,34.028,34.77795698095785,37.861075188050044,86.0,88.0
82648055679765.0,11302.0,30.55,32.748999999999995,32.04076653180112,36.43898966770043,91.0,93.0
82656645613439.0,12307.807692307691,26.841346153846153,29.409615384615385,27.365467838670433,30.80309791912087,88.73846153846154,90.26076923076924
82678120449777.0,12243.166666666666,28.792916666666667,31.159833333333335,28.626762347879815,31.505346290108935,84.6125,86.33333333333333
82708185222876.0,3113.0,31.585000000000004,32.7,37.2977116060827,39.433000117180335,83.0,84.0
82712480189345.0,10341.8,28.605,30.168,29.210565555572156,31.700408887854472,92.2,93.99600000000001
82733955025496.0,13063.0,29.385,31.241999999999997,31.942375598836097,35.72971027246262,80.0,82.0
82738249993149.0,10354.947368421053,29.72763157894737,31.61894736842105,31.10603304416529,33.84549014686013,90.3157894736842,92.71157894736842
82742544959599.0,9545.91489361702,27.521063829787234,30.316170212765954,28.089726906182513,31.856393640430017,90.48297872340426,91.85702127659575
82832739273517.0,6171.5,30.885000000000005,33.114,31.888201909544648,35.41761995999289,86.0,87.5
82875688946163.0,7908.0,25.326666666666668,27.109333333333336,25.594883247812316,27.547295240086203,85.33333333333333,86.66666666666667
82927228552765.0,10291.714285714286,26.71357142857143,28.945142857142855,26.569285622709447,29.64371031983389,87.60714285714286,89.85714285714286
82927228553908.0,14077.5,32.4425,35.495000000000005,33.2140056015125,38.082792124398836,91.0,95.57
82931523520831.0,11198.75,28.96375,31.255166666666664,29.933908491576105,33.128604815344524,90.82083333333333,92.92833333333334
82948703390782.0,10921.0,31.6175,33.7235,33.545905696471095,37.08249997566,90.75,91.75
