Cluster_ID,Unnamed: 0,Temp_95,Temp_98,HI_95,HI_98,RH_95,RH_98
7.42986E+13,2113.090909,36.63318182,37.69063636,35.04538505,36.12078101,47.57954545,51.65090909
7.5454E+13,1482.958333,34.47520833,36.78533333,38.23438105,41.83041276,85.41666667,87.6425
7.5643E+13,1754.914894,28.41776596,32.09821277,28.89955188,33.62099441,89.15106383,91.84170213
7.61455E+13,2109.714286,35.0252381,37.09628571,38.67735375,41.72097314,82.74761905,87.49714286
7.64289E+13,1786.384615,33.34525641,37.26691026,33.82054247,38.78987718,77.29134615,82.11115385
7.66695E+13,1733.745455,31.085,35.15643636,32.24021259,37.54655388,84.76636364,88.40290909
7.66952E+13,1676.3,33.28825,34.1921,36.76742361,38.28522,79.2,84.692
7.70216E+13,1988.333333,34.31111111,35.22911111,37.41578008,38.80099877,78.21666667,80.89666667
7.7056E+13,1819.475,31.9654375,36.063275,33.71306919,39.48914316,88.353125,91.871
7.71462E+13,2317.166667,27.87041667,31.034,28.6689015,31.97116701,93.33333333,94.42333333
7.71934E+13,1601.111801,30.22220497,34.30772671,32.15804561,37.90502283,89.9689441,91.73031056
7.72708E+13,2552.272727,26.80863636,29.50472727,27.44045324,30.67331974,91.61363636,92.97454545
7.73008E+13,1564.451613,35.81919355,38.10993548,37.58777472,40.54184606,76.16129032,82.94903226
7.73223E+13,1451.391304,31.57195652,36.32495652,33.33899574,40.08088845,90.37826087,92.77391304
7.73996E+13,1651.818182,32.12363636,37.18327273,33.9033372,41.07230034,86.63636364,88.74
7.75585E+13,2105.944444,32.57638889,37.25533333,34.14552903,40.04565942,86.80833333,89.96777778
7.75843E+13,1709.676471,34.47294118,35.46352941,37.92829636,39.58109546,75.35294118,79.00176471
7.75886E+13,2089.666667,31.01694444,35.44355556,32.06910766,37.45790941,87.54166667,91.05555556
7.76702E+13,2133.083333,32.63833333,35.72233333,32.85629685,36.72909204,78.75,84.995
7.77088E+13,1761.733333,34.87966667,36.60933333,37.50091122,40.02202654,83.73,87.51333333
7.80267E+13,1520.2,31.87125,35.4801,31.96294591,36.39602599,83.5325,86.955
7.81856E+13,1759.929688,32.86082031,37.61796875,33.90598413,39.70729506,86.76855469,89.5959375
7.81942E+13,1380,32.07657895,34.69115789,32.96791269,36.3333022,82.36842105,85.63894737
7.82028E+13,1636.37037,33.41648148,34.65407407,38.25329689,40.21749766,81.46666667,84.09851852
