Cluster_ID,Unnamed: 0,Temp_95,Temp_98,HI_95,HI_98,RH_95,RH_98
7.37317E+13,1897.5,24.07071429,25.62714286,24.13792295,25.86724314,94,95.12285714
7.42986E+13,2103.714286,37.16571429,38.26028571,36.06094951,37.3549492,51.3952381,58.07238095
7.49987E+13,2170.272727,25.89909091,28.50309091,26.12952191,29.60389187,93.02727273,94.72727273
7.5454E+13,1990.277778,34.55583333,36.69955556,38.18881552,41.45638231,86.84166667,89.65444444
7.5643E+13,1646.730769,28.98128205,32.62920513,29.50401915,34.12024401,89.96089744,92.97615385
7.61455E+13,1221.388889,34.66555556,36.31822222,38.16612983,40.89376323,82.22222222,85.28555556
7.64289E+13,1635.319018,32.72797546,36.73741104,33.27802925,38.3786771,78.47269939,83.21202454
7.66695E+13,1953.478261,31.34184783,35.43326087,32.24808982,37.55183278,84.36195652,88.31956522
7.66952E+13,1802.785714,32.87303571,33.65792857,36.42447166,37.75162902,78.81607143,81.97857143
7.67339E+13,1722.058824,33.09058824,35.63458824,34.14241099,36.65480197,77.81470588,83.83294118
7.7056E+13,1439.280702,31.34359649,35.47252632,32.92152081,38.7255821,88.18684211,91.42912281
7.71934E+13,1628.422819,30.57067114,34.74566443,32.6156384,38.6776623,89.78087248,91.59892617
7.72708E+13,2381.611111,27.33722222,30.12144444,28.05219715,31.33062148,91.65,93.43333333
7.73008E+13,1589.459459,34.77081081,37.10210811,36.49000656,39.28509894,74.97972973,82.34432432
7.73223E+13,1475.444444,31.82648148,36.31837037,33.82223077,39.89478875,89.69074074,92.58740741
7.73738E+13,1806.5,34.7425,37.51285714,35.53271695,38.72722693,74.67142857,80.52
7.73996E+13,2022.153846,32.05423077,37.31307692,33.61989537,40.70071234,91.18461538,93.78
7.75585E+13,1593.133333,32.25133333,36.6884,33.9018204,39.32650309,84.71666667,87.54266667
7.75843E+13,1936.37037,34.19722222,35.34103704,37.22445604,38.92953417,77.47592593,81.51185185
7.75886E+13,1898.235294,30.92279412,35.63382353,32.12471875,38.47492714,90.37205882,93.73941176
7.77088E+13,2136.8,34.35166667,36.6324,36.56484054,39.11601372,81.73333333,85.69733333
7.77733E+13,1271.96,32.6642,34.66072,33.75305339,36.25074471,83.318,87.0512
7.79279E+13,1574,31.27076923,33.20061538,32.51691867,35.09766241,84.24615385,87.37538462
7.80267E+13,2075.538462,32.81153846,36.32692308,33.25315091,38.25280487,85.43461538,87.07692308
7.81856E+13,1683.126984,32.79505952,37.41548413,33.80414641,39.36370536,85.41646825,88.19571429
7.81942E+13,1900.428571,32.40678571,35.04328571,33.31941049,36.66537419,83.84642857,87.09428571
7.82028E+13,1845.0625,32.17125,33.21275,35.84966818,37.20942342,82.821875,87.5
7.82156E+13,1585.5,32.827,35.4662,33.46188734,36.6743299,87.1625,89.25
7.84089E+13,1997.357143,33.37035714,37.03257143,34.42327663,39.38910919,85.41785714,87.58142857
7.84476E+13,1559.392157,32.09588235,34.51584314,33.35334209,36.56056954,84.50196078,86.93137255
7.84862E+13,1540.180952,33.12342857,36.86994286,33.49907738,38.10970343,85.4852381,88.20571429
7.84905E+13,1500.9375,31.440625,34.798375,31.85249891,36.691889,85.1875,87.50875
7.85077E+13,1650.422222,33.94344444,37.458,34.4652369,39.2022074,84.83888889,87.59644444
7.85421E+13,2678.818182,29.06954545,31.00090909,29.62382495,32.37488411,89,90.83090909
7.85721E+13,2401.071429,27.11571429,29.351,27.79479577,30.59765171,89.41785714,91.81571429
7.86967E+13,2147.05,33.251,37.1393,33.89206142,38.64050268,87.1725,89.321
7.87396E+13,1613.622951,33.00885246,36.41504918,33.81133848,38.07584247,88.76229508,90.71672131
7.87439E+13,2085.692308,27.55346154,29.66292308,28.52733821,31.06004166,90.84615385,93.03076923
7.87439E+13,2010.814815,31.36277778,34.71237037,32.11819495,36.24999253,87.12222222,89.61851852
7.87482E+13,1897.583333,29.20260417,31.97783333,30.00571599,33.51425539,87.8625,89.60166667
7.87525E+13,1862.83871,33.95725806,35.3006129,37.70255242,40.22137365,77.73629032,81.42225806
7.87654E+13,2134.409836,29.29786885,31.4327541,29.92519189,32.51396837,89.76229508,91.49114754
7.88427E+13,1708.294118,31.71294118,34.41682353,32.79262364,36.97626783,85.19117647,87.05882353
7.89887E+13,1777.333333,27.67,30.09216667,28.75415714,31.97867914,90.14166667,91.595
7.89973E+13,2071.416667,31.50833333,35.14266667,32.0984009,36.60984372,84.14166667,86.51166667
7.91777E+13,2368.928571,28.02071429,30.27585714,29.23996987,32.0250681,92.70714286,94.78714286
7.92851E+13,1362.307692,33.00923077,36.38776923,33.47146696,37.61456168,84.425,85.93
7.94139E+13,2260.421053,27.28289474,29.11194737,28.00830403,30.4477928,87.36973684,89.87842105
7.95084E+13,2105.868421,31.28513158,33.85589474,31.92914585,35.30596394,89.92105263,91.54263158
7.96373E+13,1896.5,32.126875,35.36975,32.64657865,36.12663862,88.284375,90.9475
7.98005E+13,1720.545455,34.27181818,35.45936364,39.83556573,42.37219054,86.45681818,89.29272727
7.98477E+13,1713.972603,30.69472603,32.81539726,31.2086914,33.69727507,86.35821918,90.19945205
8.00281E+13,2205.818182,31.59045455,33.96436364,32.31061853,35.06526244,88.88181818,91.81818182
8.00582E+13,1984.560976,34.00560976,34.93112195,36.74343629,38.37828433,78.25365854,82.22439024
