INDEX,Unnamed: 0,View_time,LST,Lon,Lat,MODIS_Time,Day,Temp,RH,Sensor_Time
75776108006562.0,172862.14069792538,11.178350320245057,34.50281010164303,0.34656549570146356,46.612857917752635,11.15524595386496,15.293600668337511,29.56725712770488,42.859180283224404,11.121843763821317
75814762711727.0,163974.05451839828,11.4387738997114,28.639954455266984,0.5106306128095647,51.20077225617767,11.404731858857428,14.372903138528137,26.81240304834055,57.71187319624819,11.410015331890332
75819057678979.0,149033.05555555553,11.129444444444445,26.457388888888918,0.5607914121515318,51.78716429645642,11.09205835030101,13.372222222222222,26.033055555555553,57.21111111111111,11.019444444444446
75823352646312.0,177417.17132867133,11.385314685314686,28.084265734265763,0.7339925584529856,51.35257510550302,11.336381848084486,15.6993006993007,24.809790209790208,58.96853146853147,11.262237762237762
75844827482848.0,186625.24166666667,11.185833333333333,25.1371666666667,0.5598445963611834,50.963476177129856,11.148510360242586,16.075,23.7625,68.21666666666667,11.05
75866302319249.0,173165.32473544974,11.06279761904762,26.833644179894208,0.5304323658126544,51.6620144231069,11.027435461326775,15.395833333333334,25.27279761904762,57.245701058201064,10.996230158730159
75892072124098.0,186125.03381642513,11.077355072463769,37.33717391304351,0.5782012290312024,41.69175356598688,11.038808323861687,16.42391304347826,32.908454106280196,50.62922705314009,10.985507246376812
75900662058405.0,166468.12228189522,11.211666069936745,33.094036698890115,0.6216757655971364,44.196326263508965,11.170221018896937,14.712874448024824,29.492760735873297,50.94232851035151,11.099114909121543
75909251992648.0,161533.16024802852,11.131250852766287,32.846409889704105,0.7207520447749639,47.39019994185677,11.083200716447957,14.631041957546692,28.59936987700931,42.485347497536765,11.077605506757756
75952201665139.0,151132.8,11.114603174603175,26.224753968254,0.9283943149171705,51.90707937096507,11.052710220275364,13.387301587301588,25.21527777777778,53.42261904761905,11.01388888888889
76016626174828.0,155068.2437351381,11.358049415373358,29.597353801128474,1.1088412675314163,49.45105165912525,11.284126664204598,13.86040414984077,26.542733299564286,47.39823978838063,11.289109247559953
76016626174852.0,154306.2512903763,11.393364968364969,29.4758624708625,0.9327162189864184,49.26543361509511,11.331183887099206,13.626207126207126,28.217828005328006,43.60094072594073,11.39077589077589
76029511076452.0,172258.43314814815,11.139619047619048,25.092713227513254,1.1913407039097672,52.07197510712191,11.060196334025063,15.539100529100528,24.782785714285712,59.26031746031746,11.028359788359788
76059575847840.0,159324.98691116576,11.34066267066267,30.45446648223574,1.1456469919855687,49.01060841167219,11.2642862045303,13.908522887369042,28.339926355695585,42.94024373062835,11.258067573452188
76063870814757.0,185001.73407738097,11.271056547619047,26.066842261904792,1.3137191716362209,52.63419432343075,11.183475269509966,16.952529761904763,25.451904761904764,56.445386904761904,11.15907738095238
