Cluster_ID,Unnamed: 0,Perc,View_time,LST,Lon,Lat,MODIS_Time,Day,Temp,RH,Sensor_Time,NDVI,Prec
72297184497676.0,28171.565217391304,30.0,13.117391304347825,34.33347826086959,-9.15656781280476,38.6565713064698,13.72782915853481,17.82608695652174,29.043478260869566,51.30434782608695,13.847826086956522,0.2218,0.0016919041518121
72331544236022.0,30655.732699592074,30.0,13.147339986402487,34.15201194638698,-9.232340202230702,38.76755498736428,13.762829333217868,18.494257478632477,26.63011970668221,54.109848484848484,13.914627039627039,0.36178750000000004,0.0027549042715690752
72563472469588.0,27010.625,30.0,13.1125,33.18375000000004,-8.758976526475312,42.59344919914242,13.696431768431689,16.875,27.7125,53.4375,13.6875,0.513,0.0218871366232633
72593537240676.0,27873.59287925697,30.0,13.057275541795665,30.439195046439664,-8.712561743609992,42.31308767950806,13.638112991369665,17.351393188854487,24.34984520123839,67.40866873065016,13.640866873065015,0.37324999999999997,0.02273058518767355
72636486913589.0,28723.1875,30.0,13.00625,29.96875000000003,-8.54007925576165,42.846289147074906,13.575588617050776,18.125,26.275,57.8125,13.5,0.63165,0.0224418155848979
72649371815616.0,29065.761904761905,30.0,13.142857142857142,31.587142857142876,-8.554482152164283,41.127261099961,13.713155953001428,17.714285714285715,25.857142857142858,61.80952380952381,13.69047619047619,0.50865,0.014489848166704098
72735271161345.0,26415.545454545456,30.0,13.140909090909092,27.771818181818215,-8.312294996648479,43.33498878612836,13.695062090685656,16.59090909090909,26.895454545454548,62.36363636363637,13.772727272727273,0.6837500000000001,0.0259907953441143
73323681681651.0,23858.48,30.0,13.192,35.06920000000002,-6.266004605020057,36.58969324527762,13.609733640334671,14.28,26.112,67.48,13.74,0.3873,0.0013857706217095
73370926321927.0,25284.925925925927,30.0,13.255555555555555,34.574444444444474,-6.168831874863364,36.37750246254835,13.66681101387978,16.074074074074073,28.014814814814812,63.111111111111114,13.75925925925926,0.32715,0.0014174113748595
73413875994775.0,26285.651975308643,30.0,13.19461111111111,43.18884814814819,-6.01127251187389,37.36490499068515,13.595362611902702,16.114135802469136,31.613694041867955,43.1424369296833,13.669726247987116,0.22946666666666668,0.0017658323825647
73632919326473.0,27146.333333333332,30.0,13.079166666666666,41.249166666666696,-5.641659111920778,40.952763098436485,13.45527727412805,17.208333333333332,32.612500000000004,25.875,13.416666666666666,0.38305000000000006,0.0232331100851297
